Gene;Signature;Label;Class;Reference;DOI;Geneset_size;Description;Remark;use_ssgsea
CDKN1B;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]";;TRUE
CDKN2A;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]";;TRUE
CDKN2C;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]";;TRUE
CDKN3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]";;TRUE
CENPE;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]";;TRUE
CENPM;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]";;TRUE
CHEK1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]";;TRUE
CHEK2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627]";;TRUE
CIT;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]";;TRUE
CKS1B;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]";;TRUE
CKS2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]";;TRUE
CNOT9;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]";;TRUE
CSE1L;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]";;TRUE
CTCF;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]";;TRUE
CTPS1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]";;TRUE
DCK;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]";;TRUE
DCLRE1B;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]";;TRUE
DCTPP1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]";;TRUE
DDX39A;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]";;TRUE
DEK;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]";;TRUE
DEPDC1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]";;TRUE
DIAPH3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]";;TRUE
DLGAP5;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]";;TRUE
DNMT1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]";;TRUE
DONSON;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA replication fork stabilization factor DONSON [Source:HGNC Symbol;Acc:HGNC:2993]";;TRUE
DSCC1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]";;TRUE
DUT;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]";;TRUE
E2F8;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]";;TRUE
EED;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]";;TRUE
EIF2S1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]";;TRUE
ESPL1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]";;TRUE
EXOSC8;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]";;TRUE
EZH2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]";;TRUE
GINS1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]";;TRUE
GINS3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]";;TRUE
GINS4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226]";;TRUE
GSPT1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]";;TRUE
H2AX;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]";;TRUE
H2AZ1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]";;TRUE
HELLS;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]";;TRUE
HMGA1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]";;TRUE
HMGB2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]";;TRUE
HMGB3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]";;TRUE
HMMR;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]";;TRUE
HNRNPD;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]";;TRUE
HUS1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"HUS1 checkpoint clamp component [Source:HGNC Symbol;Acc:HGNC:5309]";;TRUE
ILF3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"interleukin enhancer binding factor 3 [Source:HGNC Symbol;Acc:HGNC:6038]";;TRUE
ING3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]";;TRUE
IPO7;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]";;TRUE
JPT1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]";;TRUE
KIF18B;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]";;TRUE
KIF22;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]";;TRUE
KIF2C;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]";;TRUE
KIF4A;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]";;TRUE
KPNA2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]";;TRUE
LBR;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]";;TRUE
LIG1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]";;TRUE
LMNB1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]";;TRUE
LUC7L3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]";;TRUE
LYAR;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]";;TRUE
MAD2L1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]";;TRUE
MCM2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]";;TRUE
MCM3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]";;TRUE
MCM4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]";;TRUE
MCM5;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]";;TRUE
MCM6;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]";;TRUE
MCM7;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]";;TRUE
MELK;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]";;TRUE
MKI67;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]";;TRUE
MLH1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]";;TRUE
MMS22L;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]";;TRUE
MRE11;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]";;TRUE
MSH2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]";;TRUE
MTHFD2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]";;TRUE
MXD3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]";;TRUE
MYBL2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]";;TRUE
MYC;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]";;TRUE
NAA38;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]";;TRUE
NAP1L1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]";;TRUE
NASP;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]";;TRUE
NBN;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nibrin [Source:HGNC Symbol;Acc:HGNC:7652]";;TRUE
NCAPD2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]";;TRUE
NME1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]";;TRUE
NOLC1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]";;TRUE
NOP56;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]";;TRUE
NUDT21;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]";;TRUE
NUP107;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]";;TRUE
NUP153;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]";;TRUE
NUP205;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]";;TRUE
ORC2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]";;TRUE
ORC6;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"origin recognition complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]";;TRUE
PA2G4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]";;TRUE
PAICS;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]";;TRUE
PAN2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]";;TRUE
PCNA;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]";;TRUE
PDS5B;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]";;TRUE
PHF5A;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]";;TRUE
PLK1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]";;TRUE
PLK4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]";;TRUE
PMS2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]";;TRUE
PNN;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]";;TRUE
POLA2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]";;TRUE
POLD1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]";;TRUE
POLD2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]";;TRUE
POLD3;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]";;TRUE
POLE;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]";;TRUE
POLE4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]";;TRUE
POP7;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]";;TRUE
PPM1D;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]";;TRUE
PPP1R8;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]";;TRUE
PRDX4;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]";;TRUE
PRIM2;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"DNA primase subunit 2 [Source:HGNC Symbol;Acc:HGNC:9370]";;TRUE
PRKDC;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]";;TRUE
PRPS1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]";;TRUE
PSIP1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]";;TRUE
PSMC3IP;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]";;TRUE
PTTG1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]";;TRUE
RACGAP1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]";;TRUE
RAD1;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]";;TRUE
RAD21;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]";;TRUE
RAD50;H_E2F_Targets;E2F Targets(H);MSigDB Hallmarks;Liberzon et al. 2015;10.1016/j.cels.2015.12.004;200;"RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]";;TRUE
